iter	Logloss
295	0.1754807315
296	0.1746452822
297	0.1743931428
298	0.1741955954
299	0.1739858612
300	0.1737047202
301	0.1735142826
302	0.1732894397
303	0.1731191146
304	0.1728566759
305	0.172624126
306	0.1724310913
307	0.1722785687
308	0.1720648784
309	0.1718376672
310	0.1716508313
311	0.1714071701
312	0.1711988499
313	0.1709862065
314	0.1707184379
315	0.1704517307
316	0.170102679
317	0.1699370095
318	0.1697306065
319	0.1695693181
320	0.1693475956
321	0.1691945763
322	0.1690087635
323	0.1687760024
324	0.1685599962
325	0.1683656866
326	0.1681033059
327	0.1678813857
328	0.1676884715
329	0.1675463184
330	0.1672387797
331	0.1670667972
332	0.1668151292
333	0.1665920223
334	0.1664380201
335	0.1662710622
336	0.1660971436
337	0.1659450058
338	0.1656760513
339	0.1654976566
340	0.1653431079
341	0.1651652401
342	0.1649645253
343	0.1648207044
344	0.164665566
345	0.1644921988
346	0.1643068401
347	0.1641464153
348	0.1639876485
349	0.1638001546
350	0.1636783339
351	0.1634021316
352	0.1631869477
353	0.1630762711
354	0.162916896
355	0.1627559258
356	0.1625290794
357	0.1623616432
358	0.162191145
359	0.161921782
360	0.1617543778
361	0.1615781051
362	0.1614379538
363	0.1612391065
364	0.1609843029
365	0.1608456041
366	0.160689776
367	0.1604940237
368	0.1602784118
369	0.1600785392
370	0.1599094774
371	0.1596997488
372	0.1595057634
373	0.1593623156
374	0.1591929953
375	0.1590710253
376	0.1589027065
377	0.1587391158
378	0.1585767313
379	0.1583493894
380	0.1581020559
381	0.1579360684
382	0.1577977474
383	0.1576539019
384	0.157523882
385	0.1573179822
386	0.1571818838
387	0.1570038864
388	0.1568063773
389	0.1566425167
390	0.1564485798
391	0.1562711595
392	0.1561070077
393	0.1559982538
394	0.1557878229
395	0.1556049079
396	0.1553719823
397	0.1551222775
398	0.1549782553
399	0.1548291971
400	0.1545575664
401	0.1544023912
402	0.1542349009
403	0.1540722028
404	0.1539174128
405	0.1537233194
406	0.1535173162
407	0.1532806577
408	0.1530960685
409	0.1528914861
410	0.152758598
411	0.1526285928
412	0.1524365083
413	0.152276899
414	0.1520847384
415	0.1519276321
416	0.1517019345
417	0.1515715265
418	0.1513981569
419	0.1512085823
420	0.1510971216
421	0.1509203812
422	0.1507348655
423	0.1505927485
424	0.1500755719
425	0.1498775324
426	0.1497264444
427	0.149497557
428	0.1493193516
429	0.1491180855
430	0.1489442727
431	0.1487635631
432	0.1485664103
433	0.148426444
434	0.1482382358
435	0.1480271113
436	0.1478546349
437	0.1476238627
438	0.1474401765
439	0.1473071748
440	0.1471496495
441	0.1470158984
442	0.1468149538
443	0.146680928
444	0.1465089313
445	0.1463695546
446	0.1461671726
447	0.1460424021
448	0.1458492092
449	0.1456671428
450	0.1455191258
451	0.1452576817
452	0.1450988038
453	0.1449276276
454	0.1447897387
455	0.1445906122
456	0.1444215959
457	0.1442888549
458	0.1441656976
459	0.144027659
460	0.1438931787
461	0.1437117733
462	0.1435305233
463	0.1434050559
464	0.1432174279
465	0.1430549043
466	0.1429054629
467	0.1427729347
468	0.1425798899
469	0.1424724063
470	0.1422886536
471	0.1421527414
472	0.1419885955
473	0.141836654
474	0.1416580843
475	0.1414791849
476	0.1413627533
477	0.1411890505
478	0.1410094371
479	0.1408431532
480	0.1406451988
481	0.1405394946
482	0.1403541007
483	0.1401736718
484	0.1400351835
485	0.1398499762
486	0.1396841337
487	0.1395329126
488	0.1393934727
489	0.1392582224
490	0.1391463141
491	0.1389758846
492	0.1388597655
493	0.1387411431
494	0.1385825403
495	0.1384261395
496	0.1382798324
497	0.1381477372
498	0.137980864
499	0.1377872748
500	0.1376652672
501	0.1375059442
502	0.1373826985
503	0.1372517728
504	0.1371106929
505	0.13699724
506	0.1368728517
507	0.1367757313
508	0.1366259019
509	0.1364871437
510	0.1363249378
511	0.1361810113
512	0.1359834284
513	0.1358595205
514	0.1357527976
515	0.1356054996
516	0.1354611387
517	0.1353474124
518	0.1352165424
519	0.1350328625
520	0.1348588224
521	0.1347346939
522	0.1345502586
523	0.1343910753
524	0.1342519526
525	0.13407555
526	0.1339614712
527	0.1338028775
528	0.1337180043
529	0.1336238946
530	0.1334561012
531	0.1333119085
532	0.1331266959
533	0.1330372421
534	0.1329338251
535	0.1327673146
536	0.1326378443
537	0.1325058009
538	0.1323337472
539	0.1322265524
540	0.1321021855
541	0.1319519989
542	0.1318242682
543	0.1317065921
544	0.1315598744
545	0.13144305
546	0.1312982722
547	0.1311900385
548	0.131064813
549	0.1308967275
550	0.1307787391
551	0.130605605
552	0.130462683
553	0.1303313555
554	0.1301771781
555	0.1300593916
556	0.1299515081
557	0.1297791725
558	0.1296718347
559	0.1295626731
560	0.1294285801
561	0.1293383152
562	0.1292038444
563	0.1290538689
564	0.1289356348
565	0.128758415
566	0.1285874132
567	0.1284716085
568	0.1283900924
569	0.128292677
570	0.1281888076
571	0.1280681409
572	0.127920732
573	0.1277659161
574	0.1276376298
575	0.1274466786
576	0.1272881197
577	0.1271286221
578	0.1270377257
579	0.1269324586
580	0.1267408652
581	0.126622807
582	0.1265052503
583	0.1263741127
584	0.1262254387
585	0.1261290976
586	0.1260050485
587	0.1258952543
588	0.1257411905
589	0.1256507782
590	0.1255525302
591	0.1254601721
592	0.1253697266
593	0.1252499772
594	0.1251172761
595	0.1249698528
596	0.1248244121
597	0.1247187536
598	0.1246206641
599	0.1244464987
600	0.1243294928
601	0.1241687363
602	0.124057267
603	0.1239244899
604	0.1237674007
605	0.1236421631
606	0.1234826486
607	0.1233337997
608	0.1232203789
609	0.1231144807
610	0.1229628164
611	0.1228509894
612	0.1227728815
613	0.122695786
614	0.1225941357
615	0.1224801369
616	0.1223440385
617	0.12220504
618	0.1220928897
619	0.1219576823
620	0.121881991
621	0.12176628
622	0.1216302425
623	0.1214746692
624	0.12134496
625	0.1212773365
626	0.1211200687
627	0.121026333
628	0.1209122319
629	0.1207682283
630	0.1206031814
631	0.1204674173
632	0.1203854323
633	0.1202736436
634	0.1201757174
635	0.120069843
636	0.1199440414
637	0.1198274719
638	0.1197043656
639	0.1195902639
640	0.1195017964
641	0.1193722798
642	0.1192315213
643	0.1190614172
644	0.1188981165
645	0.118809429
646	0.1185760602
647	0.1184836304
648	0.1183482355
649	0.1182655164
650	0.1181431008
651	0.1180169091
652	0.1178897816
653	0.1177427977
654	0.1176365724
655	0.1175167541
656	0.1174538112
657	0.1173258437
658	0.1171865049
659	0.117063678
660	0.11695399
661	0.1168326681
662	0.1167078844
663	0.1165938778
664	0.1164344774
665	0.1162938003
666	0.1161511879
667	0.1160218119
668	0.115908868
669	0.1157661962
670	0.1156221116
671	0.115528693
672	0.1154248505
673	0.1152798299
674	0.1152177417
675	0.1151065461
676	0.1150136999
677	0.1149296016
678	0.1147796496
679	0.1146267122
680	0.114490625
681	0.1143639676
682	0.1142448075
683	0.1141149767
684	0.1139667267
685	0.1138802152
686	0.1137818834
687	0.1136675928
688	0.1135760085
689	0.1134626461
690	0.1133234075
691	0.1132208307
692	0.1130919676
693	0.1129907134
694	0.1129199912
695	0.1128140727
696	0.1127290965
697	0.1126075174
698	0.1124669157
699	0.11237067
700	0.1122711872
701	0.1121867034
702	0.1120759927
703	0.1119739206
704	0.1118350101
705	0.111713091
706	0.1116387375
707	0.1115446575
708	0.1114628739
709	0.1113637005
710	0.1112584053
711	0.1111612938
712	0.111027231
713	0.1108878104
714	0.1107939991
715	0.1106894975
716	0.1106416274
717	0.1105360158
718	0.110432299
719	0.110373389
720	0.1102596692
721	0.110196604
722	0.1100444176
723	0.1099202155
724	0.109805533
725	0.1096937525
726	0.1095849231
727	0.1094944456
728	0.1093770804
729	0.1092897385
730	0.1091449342
731	0.109012314
732	0.1089395206
733	0.1088433895
734	0.1086866831
735	0.108570814
736	0.1084729661
737	0.1083272839
738	0.1082382892
739	0.1081437215
740	0.1080505079
741	0.1079430432
742	0.1078143332
743	0.1077079492
744	0.107571491
745	0.10749377
746	0.1073801142
747	0.1072488847
748	0.1071198485
749	0.1069778143
750	0.1069008782
751	0.1067727419
752	0.1067104834
753	0.1065729243
754	0.1064508588
755	0.1063381336
756	0.1062468807
757	0.1061138958
758	0.1059889268
759	0.1058671218
760	0.1057619141
761	0.1056843732
762	0.1056139331
763	0.1055200485
764	0.1054128656
765	0.1052634105
766	0.1051705799
767	0.1050583347
768	0.1049708718
769	0.1048873683
770	0.1047968113
771	0.1046805921
772	0.1045798823
773	0.1044692055
774	0.1043394693
775	0.1042697716
776	0.1041652911
777	0.1040736453
778	0.1039795508
779	0.1038896139
780	0.1037630632
781	0.1036571865
782	0.103576389
783	0.103495673
784	0.1033702414
785	0.1032839091
786	0.1031980889
787	0.1031236619
788	0.1030335551
789	0.1029451283
790	0.1028773497
791	0.1027838704
792	0.1026784499
793	0.1025592727
794	0.1024951834
795	0.1024303544
796	0.1023562847
797	0.1022426186
798	0.1021555549
799	0.1020317764
800	0.1019420652
801	0.1018480873
802	0.1017398203
803	0.1016661827
804	0.1015498896
805	0.1014779331
806	0.1013809896
807	0.1013039105
808	0.101216492
809	0.1011091365
810	0.1010135763
811	0.1009311046
812	0.1008543544
813	0.1008119055
814	0.1007398807
815	0.1006449634
816	0.1005091303
817	0.1004226612
818	0.100296388
819	0.1001834328
820	0.1001049926
821	0.09998536344
822	0.09990012244
823	0.09977590317
824	0.0996670831
825	0.09958566589
826	0.09948665628
827	0.09940424963
828	0.09928848785
829	0.09917859486
830	0.09910064775
831	0.09902536515
832	0.09889125728
833	0.09878738669
834	0.09869314363
835	0.09863013234
836	0.09852257728
837	0.09844417693
838	0.09832907809
839	0.09823106466
840	0.0981363836
841	0.09805623846
842	0.09795548788
843	0.09784175095
844	0.09774486864
845	0.09764721017
846	0.09756651167
847	0.09748934394
848	0.09741588941
849	0.09732840557
850	0.09725716708
851	0.09717791332
852	0.09707871017
853	0.09699381857
854	0.09687922934
855	0.09679519383
856	0.09668439608
857	0.09658931777
858	0.09655142636
859	0.0964827306
860	0.0963866127
861	0.09628450256
862	0.09622430509
863	0.09610360781
864	0.0960228583
865	0.09594931369
866	0.09587309846
867	0.09578182476
868	0.09568724592
869	0.09558173658
870	0.09551488114
871	0.09542994411
872	0.09534919361
873	0.09527514447
874	0.09524155498
875	0.09513827457
876	0.09506459637
877	0.09498880463
878	0.09492630563
879	0.09482825189
880	0.09476225444
881	0.09466690197
882	0.09458335815
883	0.09451875365
884	0.09441652132
885	0.09431246913
886	0.09421600957
887	0.09412031174
888	0.09403772287
889	0.09393370469
890	0.09386727008
891	0.09376447673
892	0.09365092425
893	0.09355781306
894	0.09348077175
895	0.09338715727
896	0.09329394948
897	0.09322663657
898	0.09314368044
899	0.09305864821
900	0.09297326881
901	0.09286861291
902	0.09278290609
903	0.09267576542
904	0.09259097968
905	0.09253236258
906	0.09245777452
907	0.09234484338
908	0.09223382556
909	0.09218974328
910	0.09208501958
911	0.09199353787
912	0.09191022786
913	0.09182507003
914	0.09173894686
915	0.09167516899
916	0.09160985866
917	0.09150912521
918	0.09144959081
919	0.09134811854
920	0.09128426114
921	0.0912191484
922	0.09113676392
923	0.09106615022
924	0.09098027859
925	0.09091440817
926	0.0908598301
927	0.09079645128
928	0.09070174372
929	0.0906252505
930	0.09052954302
931	0.09044732061
932	0.09039076111
933	0.0903210688
934	0.09021449628
935	0.090118297
936	0.09004652687
937	0.08994647716
938	0.08986901689
939	0.0897951902
940	0.08971096327
941	0.08965815064
942	0.08955614994
943	0.08943853849
944	0.08935940281
945	0.08924793147
946	0.08919078226
947	0.08912049818
948	0.08902160127
949	0.08894981877
950	0.08889107807
951	0.08880360884
952	0.08870257042
953	0.08861742787
954	0.08852980429
955	0.08845644053
956	0.088354548
957	0.08829064118
958	0.08822793908
959	0.08813942431
960	0.08806718782
961	0.08799292047
962	0.08792954496
963	0.08786457932
964	0.08780233801
965	0.08771754305
966	0.0876638748
967	0.08759379819
968	0.08753095478
969	0.0874317404
970	0.08734574025
971	0.08725548191
972	0.0871958587
973	0.08709475319
974	0.08699775511
975	0.08696988778
976	0.0868735167
977	0.08680788255
978	0.08675397098
979	0.0866540176
980	0.08659138077
981	0.08650886123
982	0.08643557319
983	0.08633780478
984	0.0862391467
985	0.08615301889
986	0.08607382686
987	0.08598631173
988	0.08591782258
989	0.08586825919
990	0.08577782008
991	0.08567979097
992	0.08557905044
993	0.08550487575
994	0.08541359456
995	0.08531070077
996	0.08521593146
997	0.08512564488
998	0.08506878848
999	0.0849853961
