iter	Passed	Remaining
299	19625	45793
300	19715	45784
301	19782	45722
302	19857	45677
303	19952	45680
304	20054	45696
305	20137	45670
306	20232	45670
307	20328	45673
308	20410	45642
309	20499	45627
310	20577	45587
311	20679	45599
312	20762	45571
313	20859	45572
314	20977	45618
315	21048	45560
316	21126	45519
317	21218	45505
318	21425	45739
319	21514	45717
320	21630	45753
321	21764	45826
322	21884	45868
323	21976	45851
324	22062	45821
325	22137	45768
326	22194	45677
327	22303	45694
328	22404	45694
329	22476	45635
330	22554	45585
331	22636	45545
332	22736	45542
333	22816	45495
334	22906	45471
335	22980	45414
336	23070	45388
337	23131	45305
338	23213	45263
339	23284	45199
340	23366	45157
341	23424	45068
342	23492	44997
343	23554	44918
344	23642	44885
345	23702	44801
346	23759	44711
347	23811	44611
348	23852	44493
349	23933	44448
350	24001	44379
351	24111	44387
352	24206	44366
353	24259	44269
354	24328	44203
355	24385	44113
356	24452	44042
357	24505	43944
358	24577	43883
359	24653	43827
360	24705	43730
361	24763	43644
362	24812	43541
363	24880	43472
364	24934	43379
365	25006	43316
366	25124	43335
367	25214	43303
368	25293	43252
369	25378	43212
370	25448	43145
371	25515	43074
372	25574	42990
373	25644	42923
374	25713	42855
375	25794	42807
376	25869	42749
377	25949	42700
378	26016	42629
379	26099	42582
380	26177	42529
381	26265	42492
382	26337	42428
383	26419	42381
384	26473	42289
385	26552	42236
386	26631	42183
387	26698	42112
388	26759	42030
389	26882	42047
390	26986	42032
391	27142	42098
392	27289	42150
393	27418	42172
394	27507	42131
395	27587	42078
396	27657	42008
397	27746	41968
398	27817	41900
399	27947	41920
400	28056	41909
401	28128	41842
402	28215	41797
403	28288	41732
404	28373	41684
405	28505	41705
406	28665	41765
407	28780	41760
408	28876	41725
409	28942	41649
410	29026	41597
411	29122	41563
412	29198	41500
413	29312	41491
414	29435	41493
415	29518	41439
416	29603	41388
417	29687	41335
418	29760	41266
419	29824	41186
420	29891	41109
421	29977	41059
422	30043	40981
423	30122	40921
424	30191	40847
425	30266	40781
426	30328	40698
427	30404	40634
428	30457	40539
429	30537	40479
430	30597	40394
431	30664	40317
432	30711	40216
433	30777	40138
434	30833	40048
435	30894	39964
436	30947	39870
437	31007	39785
438	31074	39710
439	31143	39637
440	31195	39542
441	31281	39491
442	31342	39408
443	31424	39351
444	31507	39295
445	31588	39237
446	31651	39156
447	31728	39094
448	31827	39058
449	31924	39019
450	32037	38999
451	32121	38944
452	32212	38897
453	32312	38860
454	32381	38786
455	32440	38700
456	32523	38643
457	32577	38552
458	32649	38482
459	32725	38416
460	32782	38328
461	32836	38238
462	32900	38158
463	32960	38075
464	33030	38002
465	33083	37911
466	33154	37839
467	33213	37755
468	33278	37678
469	33326	37580
470	33401	37514
471	33486	37459
472	33538	37367
473	33598	37284
474	33667	37211
475	33749	37152
476	33807	37068
477	33880	36999
478	33947	36924
479	34015	36850
480	34063	36754
481	34128	36677
482	34236	36646
483	34303	36571
484	34371	36497
485	34440	36425
486	34505	36347
487	34560	36259
488	34639	36197
489	34708	36125
490	34771	36046
491	34841	35974
492	34900	35891
493	34969	35819
494	35021	35728
495	35097	35663
496	35168	35592
497	35236	35519
498	35306	35447
499	35402	35402
500	35475	35333
501	35541	35258
502	35610	35185
503	35674	35108
504	35727	35020
505	35803	34954
506	35861	34871
507	35926	34794
508	35980	34708
509	36055	34641
510	36131	34576
511	36188	34492
512	36242	34405
513	36308	34330
514	36371	34252
515	36428	34169
516	36482	34083
517	36541	34002
518	36609	33928
519	36689	33866
520	36752	33789
521	36831	33727
522	36891	33646
523	36960	33574
524	37025	33499
525	37111	33442
526	37187	33377
527	37273	33320
528	37339	33245
529	37426	33189
530	37486	33109
531	37558	33040
532	37629	32970
533	37700	32899
534	37761	32820
535	37824	32743
536	37883	32662
537	37955	32593
538	38009	32509
539	38053	32416
540	38117	32339
541	38185	32267
542	38250	32192
543	38308	32111
544	38386	32047
545	38474	31991
546	38557	31931
547	38661	31888
548	38845	31910
549	38922	31845
550	39123	31881
551	39202	31816
552	39292	31760
553	39346	31676
554	39441	31624
555	39505	31547
556	39589	31486
557	39660	31415
558	39754	31362
559	39879	31333
560	39975	31282
561	40081	31238
562	40159	31172
563	40242	31109
564	40344	31061
565	40551	31094
566	40640	31035
567	40707	30960
568	40780	30889
569	40843	30811
570	40924	30747
571	40986	30667
572	41050	30591
573	41108	30509
574	41184	30440
575	41245	30361
576	41333	30301
577	41397	30224
578	41466	30150
579	41525	30070
580	41596	29997
581	41654	29916
582	41732	29849
583	41798	29773
584	41870	29703
585	41952	29638
586	42031	29572
587	42111	29506
588	42179	29432
589	42240	29353
590	42308	29279
591	42384	29210
592	42449	29134
593	42505	29052
594	42565	28973
595	42632	28898
596	42690	28817
597	42764	28748
598	42825	28669
599	42895	28597
600	42955	28517
601	43017	28440
602	43070	28356
603	43148	28289
604	43220	28218
605	43277	28137
606	43347	28065
607	43407	27986
608	43492	27923
609	43557	27848
610	43613	27767
611	43691	27699
612	43760	27626
613	43841	27561
614	43905	27485
615	43978	27415
616	44045	27341
617	44132	27279
618	44200	27205
619	44256	27124
620	44316	27046
621	44370	26964
622	44442	26894
623	44491	26809
624	44555	26733
625	44606	26650
626	44684	26582
627	44734	26498
628	44819	26435
629	44876	26356
630	44943	26282
631	44996	26200
632	45056	26122
633	45100	26035
634	45168	25962
635	45237	25890
636	45316	25824
637	45404	25762
638	45474	25690
639	45535	25613
640	45596	25536
641	45671	25467
642	45730	25389
643	45801	25319
644	45864	25243
645	45937	25173
646	45998	25096
647	46080	25031
648	46146	24957
649	46227	24891
650	46290	24816
651	46360	24744
652	46436	24675
653	46510	24606
654	46568	24528
655	46615	24444
656	46684	24372
657	46743	24295
658	46811	24222
659	46862	24141
660	46925	24066
661	46980	23986
662	47066	23923
663	47141	23854
664	47218	23786
665	47313	23727
666	47375	23652
667	47446	23581
668	47518	23510
669	47590	23440
670	47655	23366
671	47758	23310
672	47824	23237
673	47890	23163
674	47938	23081
675	48024	23017
676	48078	22938
677	48139	22862
678	48196	22784
679	48244	22703
680	48308	22629
681	48358	22548
682	48426	22476
683	48481	22397
684	48542	22322
685	48624	22256
686	48688	22182
687	48753	22108
688	48810	22031
689	48868	21955
690	48914	21873
691	48973	21797
692	49029	21720
693	49088	21644
694	49137	21563
695	49204	21491
696	49263	21416
697	49343	21349
698	49411	21277
699	49468	21200
700	49532	21127
701	49621	21064
702	49685	20991
703	49736	20911
704	49797	20837
705	49855	20761
706	49908	20683
707	49969	20608
708	50017	20529
709	50070	20451
710	50132	20377
711	50188	20301
712	50253	20228
713	50301	20148
714	50371	20078
715	50422	19999
716	50481	19924
717	50529	19845
718	50599	19775
719	50651	19697
720	50698	19618
721	50762	19545
722	50827	19473
723	50878	19395
724	50933	19319
725	50998	19247
726	51048	19169
727	51111	19096
728	51164	19020
729	51223	18945
730	51290	18874
731	51360	18804
732	51410	18726
733	51475	18654
734	51531	18579
735	51582	18502
736	51644	18429
737	51700	18354
738	51780	18287
739	51843	18215
740	51926	18149
741	51993	18078
742	52058	18006
743	52107	17929
744	52171	17857
745	52220	17780
746	52278	17706
747	52336	17632
748	52388	17556
749	52446	17482
750	52502	17407
751	52566	17335
752	52630	17263
753	52704	17195
754	52761	17121
755	52832	17051
756	52901	16981
757	52959	16907
758	53018	16834
759	53096	16767
760	53155	16693
761	53220	16622
762	53276	16548
763	53340	16476
764	53395	16402
765	53444	16326
766	53511	16255
767	53570	16182
768	53659	16118
769	53716	16045
770	53784	15974
771	53849	15903
772	53905	15829
773	53971	15759
774	54038	15688
775	54114	15620
776	54172	15547
777	54241	15477
778	54299	15404
779	54377	15337
780	54436	15264
781	54534	15202
782	54606	15133
783	54681	15065
784	54774	15001
785	54866	14938
786	54938	14868
787	55007	14799
788	55083	14730
789	55153	14661
790	55227	14592
791	55283	14518
792	55363	14451
793	55421	14378
794	55493	14309
795	55549	14236
796	55614	14165
797	55669	14091
798	55726	14018
799	55809	13952
800	55862	13878
801	55923	13806
802	55974	13732
803	56038	13661
804	56094	13588
805	56156	13516
806	56232	13448
807	56300	13378
808	56379	13310
809	56436	13238
810	56494	13165
811	56553	13093
812	56636	13027
813	56691	12954
814	56767	12885
815	56824	12813
816	56888	12742
817	56955	12672
818	57016	12600
819	57075	12528
820	57144	12459
821	57209	12388
822	57260	12314
823	57325	12244
824	57380	12171
825	57423	12096
826	57504	12029
827	57560	11957
828	57689	11899
829	57758	11829
830	57926	11780
831	58070	11725
832	58160	11660
833	58240	11592
834	58321	11524
835	58394	11455
836	58492	11391
837	58611	11330
838	58714	11267
839	58795	11199
840	58870	11130
841	59013	11073
842	59105	11007
843	59181	10938
844	59243	10867
845	59323	10798
846	59398	10729
847	59456	10657
848	59529	10587
849	59612	10519
850	59677	10448
851	59768	10382
852	59845	10313
853	59923	10244
854	60009	10177
855	60083	10107
856	60140	10035
857	60197	9962
858	60274	9893
859	60352	9824
860	60408	9752
861	60474	9681
862	60537	9610
863	60619	9541
864	60675	9469
865	60739	9398
866	60802	9327
867	60883	9258
868	60944	9187
869	61006	9115
870	61074	9045
871	61160	8977
872	61214	8905
873	61300	8837
874	61385	8769
875	61453	8698
876	61521	8628
877	61600	8559
878	61648	8486
879	61731	8417
880	61819	8350
881	61883	8279
882	61959	8209
883	62046	8141
884	62127	8073
885	62179	8000
886	62258	7931
887	62325	7860
888	62387	7789
889	62465	7720
890	62527	7649
891	62590	7578
892	62640	7505
893	62720	7436
894	62779	7365
895	62848	7294
896	62927	7225
897	62985	7154
898	63069	7085
899	63143	7015
900	63213	6945
901	63267	6873
902	63344	6804
903	63406	6733
904	63472	6662
905	63539	6592
906	63615	6522
907	63676	6451
908	63736	6380
909	63795	6309
910	63874	6240
911	63992	6174
912	64113	6109
913	64175	6038
914	64281	5971
915	64358	5901
916	64426	5831
917	64529	5764
918	64588	5692
919	64667	5623
920	64753	5554
921	64839	5485
922	64918	5415
923	65022	5348
924	65113	5279
925	65211	5211
926	65370	5147
927	65456	5078
928	65537	5008
929	65605	4938
930	65675	4867
931	65735	4796
932	65815	4726
933	65878	4655
934	65952	4584
935	66021	4514
936	66087	4443
937	66151	4372
938	66222	4302
939	66282	4230
940	66370	4161
941	66438	4090
942	66504	4019
943	66557	3948
944	66637	3878
945	66699	3807
946	66771	3736
947	66828	3665
948	66907	3595
949	66972	3524
950	67040	3454
951	67096	3383
952	67180	3313
953	67239	3242
954	67306	3171
955	67357	3100
956	67422	3029
957	67498	2959
958	67596	2889
959	67676	2819
960	67758	2749
961	67859	2680
962	67934	2610
963	68057	2541
964	68173	2472
965	68260	2402
966	68342	2332
967	68423	2261
968	68533	2192
969	68608	2121
970	68710	2052
971	68777	1981
972	68854	1910
973	68952	1840
974	69017	1769
975	69102	1699
976	69173	1628
977	69238	1557
978	69313	1486
979	69374	1415
980	69450	1345
981	69536	1274
982	69614	1203
983	69694	1133
984	69765	1062
985	69873	992
986	69966	921
987	70047	850
988	70141	780
989	70214	709
990	70277	638
991	70348	567
992	70420	496
993	70490	425
994	70571	354
995	70639	283
996	70709	212
997	70761	141
998	70833	70
999	70900	0
