iter	Logloss
178	0.2098164848
179	0.2095376615
180	0.2091744947
181	0.208811503
182	0.2084492397
183	0.2081561137
184	0.2078703614
185	0.2075358157
186	0.2071862701
187	0.206932265
188	0.2064929833
189	0.2062235333
190	0.2059569324
191	0.2054214903
192	0.2051136325
193	0.2048585618
194	0.204514109
195	0.2035163483
196	0.2031685015
197	0.2029259299
198	0.2026441821
199	0.2023385723
200	0.2020470065
201	0.2017505044
202	0.2014662751
203	0.2011570178
204	0.2008627556
205	0.2005912178
206	0.2003402699
207	0.2001285803
208	0.1997425635
209	0.1994309683
210	0.199136716
211	0.1989456493
212	0.1986503659
213	0.1983325898
214	0.1980871888
215	0.1978132037
216	0.1974511561
217	0.1971913196
218	0.1969697255
219	0.1964457684
220	0.1961412426
221	0.1958863174
222	0.1956231021
223	0.1953737632
224	0.1949424167
225	0.1946435128
226	0.1943614822
227	0.193643734
228	0.1934036578
229	0.1931633702
230	0.1928880197
231	0.1926023936
232	0.1923640814
233	0.192112104
234	0.1918258804
235	0.1915413126
236	0.1913193403
237	0.1910586552
238	0.1908591335
239	0.190603919
240	0.1901983163
241	0.1899204232
242	0.1897241911
243	0.1893691993
244	0.1891486866
245	0.1889353853
246	0.1886977819
247	0.1884251372
248	0.1881899029
249	0.1878925611
250	0.1876146004
251	0.1873846669
252	0.1871594627
253	0.1869069385
254	0.1867257898
255	0.1865004175
256	0.1862318878
257	0.185950726
258	0.1856606172
259	0.185438005
260	0.1851814562
261	0.1849348294
262	0.1847277205
263	0.1844203872
264	0.1842109955
265	0.1834345933
266	0.1832189686
267	0.1830292015
268	0.182708193
269	0.1824535439
270	0.1822689294
271	0.1820123461
272	0.1818205019
273	0.1815643375
274	0.1813284855
275	0.1811134124
276	0.1809353544
277	0.1807519807
278	0.1805659107
279	0.1803502264
280	0.1800627845
281	0.1798180976
282	0.179605197
283	0.1793113578
284	0.1791245429
285	0.1789377715
286	0.1787827408
287	0.1785259722
288	0.1783216566
289	0.1781119964
290	0.1779075559
291	0.1777401237
292	0.1775677035
293	0.1773389253
294	0.1769547605
295	0.1768012814
296	0.1766145316
297	0.176416799
298	0.1761857372
299	0.1759743345
300	0.1757485183
301	0.175507139
302	0.1752588849
303	0.1751488127
304	0.1749026953
305	0.1747237332
306	0.1745086056
307	0.1743194985
308	0.1740980804
309	0.1738784673
310	0.1737260386
311	0.1735275727
312	0.1733108598
313	0.1731094755
314	0.1728416052
315	0.1725392135
316	0.1723405718
317	0.172246196
318	0.1720144666
319	0.1717656585
320	0.1715254868
321	0.1713044272
322	0.171071322
323	0.1708352642
324	0.1706598468
325	0.1703936392
326	0.17021038
327	0.169982983
328	0.1697967281
329	0.1696627382
330	0.1694518878
331	0.1692040076
332	0.1689856655
333	0.1687495769
334	0.1685162485
335	0.1683623408
336	0.1681331619
337	0.1680301198
338	0.16786508
339	0.1675710864
340	0.1673255648
341	0.1671191328
342	0.166930857
343	0.1667766355
344	0.1666273619
345	0.1663841525
346	0.1662224245
347	0.1660757303
348	0.1659685086
349	0.1653719821
350	0.1651900709
351	0.1650178772
352	0.1649036558
353	0.1647432978
354	0.1645437965
355	0.1643389483
356	0.1641417515
357	0.163972318
358	0.1638040774
359	0.1636415178
360	0.1633868689
361	0.1631870953
362	0.1630264954
363	0.1628460309
364	0.1626609887
365	0.1624197983
366	0.1622012791
367	0.1619678181
368	0.1618321228
369	0.1616595569
370	0.1614261496
371	0.1612276957
372	0.161038192
373	0.1608414722
374	0.1606734998
375	0.1604470484
376	0.160259368
377	0.1600705734
378	0.1598379898
379	0.1596784355
380	0.1594914762
381	0.1592738459
382	0.1590814125
383	0.1589140031
384	0.1587487693
385	0.1586118892
386	0.158387601
387	0.1582112336
388	0.1580659308
389	0.1579219857
390	0.1577522795
391	0.1575293975
392	0.1572891292
393	0.1570728363
394	0.1568442665
395	0.156670348
396	0.1564595417
397	0.1563150594
398	0.156116522
399	0.1559002306
400	0.1557093587
401	0.1554850871
402	0.1553473557
403	0.1552065092
404	0.1549813399
405	0.1548468224
406	0.1546471922
407	0.1543156034
408	0.1542004092
409	0.1540526588
410	0.1539337648
411	0.1537997401
412	0.1536287137
413	0.1534584003
414	0.1533119973
415	0.1531639186
416	0.1529881375
417	0.1528563013
418	0.1526686018
419	0.1524623758
420	0.1523095478
421	0.1521591021
422	0.1519448002
423	0.1517749456
424	0.1515582712
425	0.1513489955
426	0.151233443
427	0.1510636436
428	0.1509266315
429	0.1507206847
430	0.150564641
431	0.1503663605
432	0.1502378716
433	0.1500834376
434	0.1499010585
435	0.1497379012
436	0.1495983373
437	0.1494237815
438	0.1492428434
439	0.1490617192
440	0.1488364272
441	0.1486580787
442	0.1484750391
443	0.1483037868
444	0.1481417808
445	0.1479555001
446	0.1478215141
447	0.1476641084
448	0.1474502011
449	0.1472483018
450	0.1471060664
451	0.1469438695
452	0.1467688707
453	0.1466559953
454	0.1465312787
455	0.1463283072
456	0.1461916057
457	0.1460225608
458	0.14585723
459	0.1457081645
460	0.1456026663
461	0.1454280871
462	0.1452673785
463	0.1451089432
464	0.1449114687
465	0.1447994843
466	0.1446963413
467	0.1445034932
468	0.1443972272
469	0.1443122824
470	0.1441934457
471	0.1440348175
472	0.1439064142
473	0.1437138089
474	0.1435638138
475	0.143426289
476	0.1432538257
477	0.1431092558
478	0.1429843391
479	0.1428511173
480	0.1426994571
481	0.142590171
482	0.1424515919
483	0.1422809106
484	0.1421028766
485	0.141993401
486	0.1418327133
487	0.1417023384
488	0.1415624472
489	0.141366212
490	0.1412304663
491	0.1411296394
492	0.1409448624
493	0.140842505
494	0.1406770743
495	0.1404797468
496	0.1403402722
497	0.1402256904
498	0.140093872
499	0.1399143903
500	0.1397338561
501	0.1395696704
502	0.1394599855
503	0.1392524949
504	0.139101737
505	0.1389439082
506	0.1387535569
507	0.1386286019
508	0.1384682096
509	0.1383414011
510	0.1381722508
511	0.13801815
512	0.137869939
513	0.1377145582
514	0.137571155
515	0.1374029132
516	0.1372436013
517	0.1371327028
518	0.1370083876
519	0.1368737374
520	0.1367207441
521	0.136623883
522	0.1364674634
523	0.1363117692
524	0.1361909506
525	0.136045434
526	0.1358747345
527	0.1357731926
528	0.1355929999
529	0.1354502053
530	0.1353155748
531	0.1351313773
532	0.1350250844
533	0.1349200462
534	0.1347487394
535	0.1345927485
536	0.134502203
537	0.1343370192
538	0.1342279827
539	0.1341439857
540	0.1340017782
541	0.1338501838
542	0.1337098932
543	0.1335464914
544	0.1334008685
545	0.1332775019
546	0.1331826684
547	0.1330426943
548	0.1329270328
549	0.132731879
550	0.1326299443
551	0.1324412954
552	0.1323340873
553	0.1322060035
554	0.1320924075
555	0.1319423768
556	0.1317799372
557	0.131636463
558	0.1315186786
559	0.131386856
560	0.1312318347
561	0.1311273895
562	0.1309849946
563	0.1309041292
564	0.1307996147
565	0.1306465367
566	0.1304926121
567	0.1303623811
568	0.1302350599
569	0.1301060587
570	0.1299934557
571	0.1298528126
572	0.1297063495
573	0.1295769978
574	0.129467856
575	0.129327965
576	0.1291886724
577	0.1289968631
578	0.1286581048
579	0.1285119312
580	0.1283679676
581	0.1282639658
582	0.1281357995
583	0.1279880609
584	0.1278283948
585	0.1277328412
586	0.1275915787
587	0.1274896612
588	0.1273512407
589	0.1272601104
590	0.1271165956
591	0.1270287644
592	0.1269293913
593	0.1267652263
594	0.1265920668
595	0.1264749235
596	0.1263591782
597	0.1262402897
598	0.1261215556
599	0.1259722287
600	0.1258548139
601	0.1257600527
602	0.1256608474
603	0.1255507179
604	0.1254562271
605	0.1253517508
606	0.1252325345
607	0.125090596
608	0.124990309
609	0.1248643209
610	0.1247693507
611	0.1246788934
612	0.1245695161
613	0.1244216541
614	0.1243175011
615	0.1242031897
616	0.1240799108
617	0.1239243706
618	0.1238229655
619	0.1236996088
620	0.1236175372
621	0.1235015491
622	0.1233572474
623	0.1232393007
624	0.1230639204
625	0.122943204
626	0.122832862
627	0.1227471076
628	0.1226081272
629	0.1225034694
630	0.1223749685
631	0.1222502533
632	0.1221227975
633	0.1220092037
634	0.1218389879
635	0.1217238729
636	0.1216320018
637	0.1215399899
638	0.121432658
639	0.1213098754
640	0.121199425
641	0.1210434651
642	0.120902774
643	0.1207850774
644	0.1206427023
645	0.1205358221
646	0.1204065247
647	0.1203242659
648	0.1202329214
649	0.1201100755
650	0.1200125554
651	0.1199018434
652	0.1197738436
653	0.1196691079
654	0.119517506
655	0.1194244685
656	0.1193193148
657	0.1192157727
658	0.1190822717
659	0.1189774509
660	0.1188694421
661	0.1187551275
662	0.1186951146
663	0.1185664619
664	0.1184833355
665	0.1183707891
666	0.1182441704
667	0.1181459539
668	0.1180551088
669	0.1179330337
670	0.1178098253
671	0.1176546005
672	0.1175329715
673	0.1174140808
674	0.1173494199
675	0.1172443749
676	0.1171119796
677	0.11696252
678	0.1168286119
679	0.1167447489
680	0.1166180943
681	0.116529021
682	0.1163881802
683	0.1162693154
684	0.1161590831
685	0.1160453586
686	0.1159718582
687	0.1158719315
688	0.1157480978
689	0.1156284681
690	0.1154556857
691	0.1153855077
692	0.1153041796
693	0.1152015338
694	0.1151208254
695	0.1150124284
696	0.1148966425
697	0.114781747
698	0.1146136637
699	0.1145238692
700	0.1144166102
701	0.1142911461
702	0.1142060267
703	0.1140946666
704	0.1139976826
705	0.1138717831
706	0.1137355367
707	0.1136421214
708	0.1135711542
709	0.1135090413
710	0.1134010831
711	0.1133023613
712	0.1132139948
713	0.1131254747
714	0.1130274138
715	0.1129262266
716	0.1127957729
717	0.1127064902
718	0.1125869596
719	0.1124848311
720	0.1123725322
721	0.1122595368
722	0.1121524856
723	0.1120215644
724	0.1119246301
725	0.1118554015
726	0.1117329871
727	0.1116307117
728	0.1115310126
729	0.111471482
730	0.1113444601
731	0.1112569035
732	0.1111643522
733	0.1110502511
734	0.1109416243
735	0.1108311728
736	0.1107261283
737	0.110616794
738	0.1105322576
739	0.1104127966
740	0.1103226306
741	0.1101996595
742	0.1100866532
743	0.1099564074
744	0.1098522105
745	0.109700989
746	0.1095994264
747	0.1094909405
748	0.1093947926
749	0.1093434899
750	0.1092239151
751	0.1091233407
752	0.1090174737
753	0.1088919712
754	0.1087904169
755	0.1087045068
756	0.1085877996
757	0.1084680592
758	0.1083333655
759	0.1082428408
760	0.1081782712
761	0.1080890267
762	0.1079761441
763	0.1078739891
764	0.1077862302
765	0.1076753702
766	0.1075640691
767	0.1074751526
768	0.1073936231
769	0.1073010075
770	0.1072067676
771	0.1071247468
772	0.1070164393
773	0.1069264079
774	0.1068501827
775	0.1067641211
776	0.1066465301
777	0.1065536832
778	0.1064623939
779	0.1063879788
780	0.1062757257
781	0.1061720269
782	0.1060810068
783	0.1059745458
784	0.1058729446
785	0.1057633439
786	0.1056505197
787	0.1055228573
788	0.1054242126
789	0.1053526225
790	0.1052174216
791	0.1050780135
792	0.1049667255
793	0.104859143
794	0.1047483777
795	0.1046219375
796	0.1045412352
797	0.1044487569
798	0.1043590191
799	0.1042909472
800	0.1041822346
801	0.1040868348
802	0.1039732642
803	0.1038547188
804	0.103777152
805	0.1036941086
806	0.1036125108
807	0.1035000842
808	0.1033877679
809	0.1032973607
810	0.1032162471
811	0.1031191036
812	0.1030161797
813	0.1029553965
814	0.1028730942
815	0.1027761031
816	0.1026664097
817	0.1025496659
818	0.1024353963
819	0.1023793777
820	0.1023136803
821	0.1021995704
822	0.1020819138
823	0.1019527864
824	0.1017863737
825	0.1017214926
826	0.1016292615
827	0.1015276302
828	0.1014407189
829	0.1013472458
830	0.101282048
831	0.1011745678
832	0.1010905389
833	0.1010066314
834	0.1009230319
835	0.1008399555
836	0.1007368591
837	0.1006442191
838	0.1005368141
839	0.10048213
840	0.1004260635
841	0.1003652088
842	0.1002602694
843	0.1001492225
844	0.1000693289
845	0.09995652111
846	0.0998657227
847	0.0997702016
848	0.09966220024
849	0.09960042073
850	0.09947935674
851	0.09937127289
852	0.09927836627
853	0.09918195828
854	0.09909065238
855	0.09902017286
856	0.09893624394
857	0.09886271159
858	0.09876115462
859	0.09867750068
860	0.09859836651
861	0.09850579474
862	0.0984083561
863	0.09834147198
864	0.09824007044
865	0.09811079127
866	0.09801866465
867	0.0979074697
868	0.09782259945
869	0.09771596276
870	0.09760141478
871	0.09752919191
872	0.09740292439
873	0.09731548816
874	0.09721364934
875	0.09711447916
876	0.09703430227
877	0.09693711385
878	0.0968699941
879	0.09676691692
880	0.09667289426
881	0.09657464603
882	0.09648039223
883	0.09637615049
884	0.09629517076
885	0.09621687793
886	0.0961122515
887	0.09603514816
888	0.09595241229
889	0.09584246933
890	0.09575434146
891	0.09566990315
892	0.0955835582
893	0.0954840782
894	0.09540163667
895	0.09533338321
896	0.09522710488
897	0.09513711065
898	0.09502280215
899	0.09491962721
900	0.09484673008
901	0.09472899207
902	0.0946697057
903	0.09461212289
904	0.09453602727
905	0.09442937397
906	0.09435286857
907	0.09427016272
908	0.09421000077
909	0.09415998298
910	0.09409466816
911	0.09402359167
912	0.09395647398
913	0.09383205572
914	0.09376184337
915	0.09365342215
916	0.09356304949
917	0.09348093424
918	0.09338975565
919	0.09329418691
920	0.09318534047
921	0.09311780637
922	0.09303914326
923	0.09293891646
924	0.09285137469
925	0.09278492209
926	0.09270892116
927	0.0925974731
928	0.09252752494
929	0.09241553322
930	0.0923317388
931	0.0922454898
932	0.09214189387
933	0.09209154581
934	0.09200874273
935	0.09194216757
936	0.09185408162
937	0.09176786082
938	0.09169666579
939	0.09161742544
940	0.0915393109
941	0.09146804441
942	0.09136624437
943	0.09129184699
944	0.09119409871
945	0.09111541841
946	0.09102673579
947	0.09093550775
948	0.09084553258
949	0.09076021355
950	0.0906886696
951	0.09059444329
952	0.09054093665
953	0.09048495871
954	0.09040082064
955	0.09032004109
956	0.09025603978
957	0.09016767096
958	0.09008703059
959	0.09002006708
960	0.08994685533
961	0.08987367478
962	0.0897985933
963	0.08969267158
964	0.0896362176
965	0.08955691816
966	0.08946891195
967	0.0893687331
968	0.08929858016
969	0.08922239039
970	0.089177848
971	0.08910948184
972	0.08903724732
973	0.08898689179
974	0.08888945533
975	0.08881795004
976	0.08877242393
977	0.08869997432
978	0.08863891033
979	0.08857875804
980	0.08848229963
981	0.08840336872
982	0.08834068886
983	0.08830775136
984	0.08824445448
985	0.08815513778
986	0.08811859342
987	0.08801784429
988	0.0879694115
989	0.08789676785
990	0.08782898132
991	0.08775049798
992	0.08765721617
993	0.08759487441
994	0.08751987267
995	0.08742352606
996	0.0873484824
997	0.08727940956
998	0.08719098826
999	0.08710944054
